source,url_annonce,type_bien,prix,date_insertion,gouvernorat,delegation,localite,code_postal,superficie,titre_foncier,vue_mer,etat,standing,nb_chambres,nb_salles_bain,dressing,balcon,parking,piscine,chauffage_central,jardin,etage,ascenseur,syndic,climatisation
diarkoum,https://diarkoum.tn/details.php?id_annonce=8514,Appartement,432000,2022-08-28,Nabeul,Hammamet,Hammamet,8050,116,Non,Non,Neuf,Non précisé,3,1,Non,Non,Non,Oui,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8512,Appartement,360000,2022-08-28,Nabeul,Nabeul,Nabeul,8000,208,Non,Non,Neuf,Non précisé,3,2,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8496,Appartement,175000,2022-08-26,Nabeul,Hammamet,Hammamet,8050,85,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8492,Appartement,95000,2022-08-26,Nabeul,Nabeul,Nabeul,8000,70,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,4,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8480,Appartement,290000,2022-08-25,Nabeul,Hammamet,Hammamet,8050,140,Non,Non,Neuf,Non précisé,2,2,Non,Non,Non,Non,Non,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8477,Appartement,165000,2022-08-25,Nabeul,Nabeul,Nabeul,8000,172,Non,Non,Neuf,Non précisé,3,2,Non,Non,Non,Non,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8474,Appartement,145000,2022-08-25,Nabeul,Hammamet,Hammamet,8050,75,Titre Bleu,Non,Neuf,Non précisé,2,1,Non,Non,Oui,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8471,Appartement,320000,2022-08-25,Nabeul,Hammamet,Hammamet,8050,106,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Oui,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8468,Appartement,210000,2022-08-25,Nabeul,Hammamet,Hammamet,8050,72,Non,Non,Neuf,Non précisé,3,1,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8467,Appartement,140000,2022-08-25,Nabeul,Hammamet,Hammamet,8050,100,Non,Non,Neuf,Non précisé,2,2,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8463,Appartement,235000,2022-08-24,Nabeul,Hammamet,Hammamet,8050,124,Non,Non,Neuf,Haut standing,2,1,Oui,Non,Oui,Oui,Oui,Non,2,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8460,Appartement,110000,2022-08-24,Nabeul,Hammamet,Hammamet,8050,40,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Non,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8447,Appartement,280000,2022-08-23,Nabeul,Korba,Korba,8070,216,Titre Individuel,Non,Neuf,Non précisé,4,2,Non,Non,Oui,Non,Non,Non,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8444,Appartement,250000,2022-08-23,Nabeul,Hammamet,Hammamet,8050,120,Non,Non,Neuf,Non précisé,3,2,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8440,Appartement,380000,2022-08-23,Nabeul,Hammamet,Hammamet,8050,116,Titre Individuel,Non,Neuf,Non précisé,2,1,Non,Non,Oui,Oui,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8437,Appartement,165000,2022-08-23,Nabeul,Nabeul,Nabeul,8000,60,Non,Non,Neuf,Non précisé,1,1,Non,Non,Oui,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8434,Appartement,205000,2022-08-23,Nabeul,Hammamet,Hammamet,8050,75,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8429,Appartement,160000,2022-08-21,Nabeul,Hammamet,Hammamet,8050,100,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Oui,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8427,Appartement,760000,2022-08-21,Nabeul,Hammamet,Hammamet,8050,261,Non,Non,Neuf,Non précisé,3,2,Oui,Non,Non,Oui,Non,Oui,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8425,Appartement,160000,2022-08-21,Nabeul,Hammamet,Hammamet,8050,115,Titre Bleu,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8417,Appartement,350000,2022-08-20,Nabeul,Hammamet,Hammamet,8050,130,Non,Non,Neuf,Non précisé,2,1,Non,Non,Oui,Non,Non,Oui,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8414,Appartement,130000,2022-08-20,Nabeul,Hammamet,Hammamet,8050,60,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Non,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8411,Appartement,190000,2022-08-20,Nabeul,Hammamet,Hammamet,8050,89,Non,Non,Neuf,Moyen standing,2,1,Non,Non,Non,Non,Oui,Oui,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8407,Appartement,105000,2022-08-19,Nabeul,Hammamet,Hammamet,8050,70,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Oui,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8401,Appartement,185000,2022-08-19,Nabeul,Hammamet,Hammamet,8050,100,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Non,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8398,Appartement,320000,2022-08-19,Nabeul,Nabeul,Nabeul,8000,150,Non,Non,Neuf,Non précisé,3,2,Non,Oui,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8393,Appartement,380000,2022-08-18,Nabeul,Hammamet,Hammamet,8050,1140,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8389,Appartement,370000,2022-08-18,Nabeul,Nabeul,Nabeul,8000,108,Non,Non,Neuf,Haut standing,2,1,Oui,Non,Oui,Non,Oui,Non,,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8387,Appartement,450000,2022-08-18,Nabeul,Hammamet,Hammamet,8050,263,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Oui,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8386,Appartement,300000,2022-08-18,Nabeul,Hammamet,Hammamet,8050,108,Non,Non,Neuf,Haut standing,2,1,Oui,Oui,Oui,Oui,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8376,Appartement,300000,2022-08-17,Nabeul,Hammamet,Hammamet,8050,90,Non,Non,Neuf,Haut standing,2,1,Non,Oui,Oui,Oui,Non,Non,1,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8373,Appartement,145000,2022-08-17,Nabeul,Hammamet,Hammamet,8050,75,Titre Bleu,Non,Neuf,Non précisé,2,1,Non,Non,Oui,Non,Non,Non,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8370,Appartement,260000,2022-08-16,Nabeul,Hammamet,Hammamet,8050,83,Non,Non,Neuf,Non précisé,2,1,Oui,Oui,Oui,Non,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8367,Appartement,320000,2022-08-16,Nabeul,Hammamet,Hammamet,8050,107,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8364,Appartement,320000,2022-08-16,Nabeul,Hammamet,Hammamet,8050,120,Non,Non,Neuf,Non précisé,2,1,Non,Non,Oui,Non,Oui,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8358,Appartement,360000,2022-08-16,Nabeul,Nabeul,Nabeul,8000,208,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8357,Appartement,80000,2022-08-16,Nabeul,Nabeul,Nabeul,8000,80,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,4,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8352,Appartement,175000,2022-08-14,Nabeul,Hammamet,Hammamet,8050,85,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8349,Appartement,320000,2022-08-14,Nabeul,Hammamet,Hammamet,8050,106,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Oui,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8346,Appartement,340000,2022-08-14,Nabeul,Hammamet,Hammamet,8050,78,Non,Non,Neuf,Non précisé,1,1,Non,Non,Oui,Non,Non,Non,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8341,Appartement,230000,2022-08-13,Nabeul,Nabeul,Nabeul,8000,105,Non,Non,Neuf,Moyen standing,2,1,Non,Oui,Oui,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8339,Appartement,145000,2022-08-13,Nabeul,Hammamet,Hammamet,8050,75,Titre Bleu,Non,Neuf,Non précisé,2,,Non,Non,Oui,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8336,Appartement,550000,2022-08-13,Nabeul,Hammamet,Hammamet,8050,110,Non,Non,Neuf,Non précisé,,,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8296,Appartement,780000,2022-08-03,Nabeul,Hammamet,Hammamet,8050,111,Non,Oui,Neuf,Haut standing,2,2,Oui,Non,Oui,Non,Non,Non,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8279,Appartement,90000,2022-08-03,Nabeul,Hammamet,Hammamet,8050,120,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Non,Non,Non,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8218,Appartement,780000,2022-08-01,Nabeul,Hammamet,Hammamet,8050,111,Non,Oui,Neuf,Haut standing,2,2,Oui,Non,Oui,Non,Non,Non,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8150,Appartement,450000,2022-07-29,Nabeul,Hammamet,Hammamet,8050,175,Non,Non,Neuf,Non précisé,1,1,Non,Non,Non,Oui,Non,Oui,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8149,Appartement,950000,2022-07-29,Nabeul,Hammamet,Hammamet,8050,108,Non,Non,Neuf,Non précisé,2,2,Non,Non,Non,Oui,Non,Oui,,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8148,Appartement,125000,2022-07-29,Sfax,Sakiet Eddaier,Sakiet Eddaier,3000,91,Oui,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8147,Appartement,400000,2022-07-29,Nabeul,Hammamet,Hammamet,8050,90,Non,Non,Neuf,Haut standing,2,1,Non,Non,Oui,Oui,Oui,Non,4,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8146,Appartement,470000,2022-07-29,Nabeul,Hammamet,Hammamet,8050,128,Non,Non,Neuf,Haut standing,2,1,Non,Non,Oui,Non,Oui,Non,1,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8145,Appartement,470000,2022-07-29,Nabeul,Hammamet,Hammamet,8050,129,Non,Non,Neuf,Haut standing,2,2,Oui,Non,Oui,Non,Oui,Non,1,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8122,Appartement,780000,2022-07-29,Nabeul,Hammamet,Hammamet,8050,111,Non,Oui,Neuf,Non précisé,2,2,Oui,Non,Non,Non,Non,Non,2,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8097,Appartement,170000,2022-07-18,Ariana,Raoued,Raoued,2080,110,Non,Non,Neuf,Non précisé,3,1,Non,Non,Oui,Non,Oui,Oui,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8091,Appartement,340000,2022-07-14,Ariana,Ariana Ville,Ariana Ville,2080,130,Non,Non,Neuf,Haut standing,2,1,Oui,Oui,Oui,Non,Oui,Non,5,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8089,Appartement,175000,2022-07-13,Ariana,Ariana Ville,Ariana Ville,2080,63,Non,Non,Neuf,Haut standing,1,1,Oui,Oui,Oui,Non,Non,Non,6,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8028,Appartement,450000,2022-06-30,Nabeul,Hammamet,Hammamet,8050,116,Titre Bleu,Non,Neuf,Moyen standing,2,2,Oui,Non,Non,Non,Oui,Non,3,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8031,Appartement,500000,2022-06-20,Nabeul,Hammamet,Hammamet,8050,140,Non,Non,Neuf,Non précisé,3,2,Oui,Non,Oui,Non,Oui,Oui,0,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=8027,Appartement,450000,2022-06-20,Nabeul,Hammamet,Hammamet,8050,120,Non,Non,Neuf,Moyen standing,3,1,Non,Oui,Non,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=8022,Appartement,665000,2022-06-20,Nabeul,Hammamet,Hammamet,8050,190,Non,Non,Neuf,Luxe,2,2,Oui,Non,Non,Non,Oui,Non,4,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=7958,Appartement,270000,2022-05-25,Nabeul,Kélibia,Kélibia,8000,100,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,3,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=7957,Appartement,350000,2022-05-25,Nabeul,Kélibia,Kélibia,8000,125,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,1,Non,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=7891,Appartement,590000,2022-04-26,Sousse,Sousse Jawhara,Sousse Jawhara,4000,179,Non,Non,Neuf,Moyen standing,3,2,Oui,Non,Oui,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=7836,Appartement,260000,2022-04-12,Sousse,Sousse Jawhara,Sousse Jawhara,4000,142,Non,Non,Neuf,Haut standing,2,1,Non,Oui,Non,Non,Oui,Non,5,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=7827,Appartement,500000,2022-04-11,Sousse,Sousse Jawhara,Sousse Jawhara,4000,210,Non,Non,Neuf,Haut standing,2,2,Oui,Non,Oui,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=7773,Appartement,127000,2022-04-03,Ben Arous,Rades,Rades,2040,92,Non,Non,Neuf,Non précisé,2,1,Non,Non,Non,Non,Non,Non,3,Oui,Non,Non
diarkoum,https://diarkoum.tn/details.php?id_annonce=7696,Appartement,330000,2022-03-25,Tunis,Ain zaghouan,Ain zaghouan,1100,95,Non,Non,Neuf,Haut standing,2,1,Non,Oui,Oui,Non,Oui,Non,4,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=7698,Appartement,320000,2022-03-25,Tunis,Ain zaghouan,Ain zaghouan,1100,165,Non,Non,Neuf,Haut standing,2,1,Oui,Oui,Oui,Non,Oui,Non,1,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=7710,Appartement,360000,2022-03-25,Tunis,Ain zaghouan,Ain zaghouan,1100,97,Non,Non,Neuf,Haut standing,2,1,Oui,Oui,Oui,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=7711,Appartement,500000,2022-03-25,Tunis,Carthage,Carthage,2016,140,Non,Non,Neuf,Moyen standing,3,1,Oui,Oui,Oui,Non,Oui,Oui,2,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=7663,Appartement,190000,2022-03-18,Sousse,Akouda,Akouda,4022,68,Non,Non,Neuf,Moyen standing,1,1,Non,Non,Non,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=7519,Appartement,210000,2022-03-02,Sousse,Sousse Médina,Sousse Médina,4000,108,Non,Non,Neuf,Haut standing,2,1,Non,Non,Non,Non,Oui,Non,,Oui,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=7518,Appartement,260000,2022-03-02,Sousse,Hammam Sousse,Hammam Sousse,4011,126,Non,Non,Neuf,Haut standing,2,1,Oui,Oui,Non,Non,Oui,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=7504,Appartement,140000,2022-03-01,Sousse,Hergla,Hergla,4000,60,Non,Non,Neuf,Moyen standing,1,1,Oui,Oui,Oui,Non,Non,Non,,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=7503,Appartement,275000,2022-03-01,Sousse,Sousse Jawhara,Sousse Jawhara,4000,129,Non,Non,Neuf,Haut standing,3,2,Oui,Non,Non,Non,Oui,Non,0,Non,Non,Oui
diarkoum,https://diarkoum.tn/details.php?id_annonce=7491,Appartement,250000,2022-02-27,Sfax,Sfax Ville,Sfax Ville,3000,180,Non,Non,Neuf,Non précisé,3,2,Non,Oui,Non,Non,Non,Non,1,Non,Non,Non
